coral_id,initial
105,11.443726822662386
76,9.756342913387805
18,9.223646898233602
25,9.3822240356928
41,9.887207541388113
64,6.965077377334136
38,8.050483997807294
21,7.596306759453278
7,12.08573329179332
93,9.634715788540456
81,9.33295735221033
4,11.548418525062635
3,9.928776305576447
40,12.59225638134746
75,9.882588789811631
103,8.994248903268351
23,7.434650454276425
72,7.950411046983527
91,9.730169987787743
79,8.067419420254394
6,9.623938701528667
56,8.33068826011384
58,6.547850151591973
51,7.445427541288215
53,7.379225435358647
33,7.671746368535809
104,11.51762684788609
66,9.28984900416317
48,8.541611248773163
27,9.705536646046507
2,12.302814615887948
83,8.484646645996557
96,9.965726318188299
60,8.244471564019518
62,7.152906608111051
102,7.483917137758894
88,8.542498988657712
98,11.187630467513403
1,11.47043360063917
69,7.140779111425644
52,6.55211824193016
22,8.221271516792031
32,9.181879985289886
74,8.45489149633071
17,7.50504184268003
19,7.564983811114297
26,7.887748256529575
13,7.878526415231997
11,8.9513339528504
89,8.327322691714194
77,7.2376084450502285
47,8.036834690840443
42,9.406278123530983
71,9.310985763455994
5,15.709406650426498
82,7.535781313671961
100,8.18131020450252
45,10.32538830618973
28,8.568627539000854
55,8.356525189156528
85,9.835093743868425
14,9.72135770119828
43,10.618950254162673
30,9.827408876120442
35,6.854902031200684
87,6.894863343490194
95,9.827408876120442
37,9.310985763455994
59,7.691015642181214
16,10.921734043433197
10,9.567660346238622
65,8.37804281885088
101,7.298896754200015
78,9.01528994881926
15,8.033396259148985
63,7.378800466035467
46,8.419085329739344
29,8.987630971645451
9,8.654186635716734
90,8.262351125754417
97,10.83924583244777
49,8.943069286198757
54,7.22513948173652
8,6.713448404021024
99,8.72794390818023
92,7.7998315630145845
70,7.844393248461281
57,8.019566770562081
50,10.0463551534652
44,9.125925857514504
12,10.528850644163896
39,8.185520633604943
61,6.7057653548060765
107,6.819474483187298
106,9.969524661315727
80,10.095526668440863
73,9.262684133540565
34,8.319205689945028
31,10.86844141946457
67,9.43017460642642
68,6.96084258874233
84,9.36563699302086
86,9.324148527260144
94,10.976004108473832
108,7.962712206371471
36,9.336441406004061
20,7.749123438195932
24,7.709171582278206
